Date,Symbol,EWMA_Volatility_Simple,EWMA_Volatility_Log,EWMA_Volatility_Simple_Pct,EWMA_Volatility_Log_Pct,Volatility_Level,Year,Month,Quarter,Month_Name
2024-01-08,GOOGL,0.2363671531662052,0.2362085331453649,23.63671531662052,23.62085331453649,Medium,2024,1,Q1,January
2024-01-08,MSFT,0.16317629789532687,0.1631031880649713,16.31762978953269,16.31031880649713,Low,2024,1,Q1,January
2024-01-09,AAPL,0.19660224577789656,0.19725733375766458,19.660224577789656,19.725733375766456,Low,2024,1,Q1,January
2024-01-09,GOOGL,0.23528063108127034,0.23512535227957837,23.528063108127036,23.512535227957837,Medium,2024,1,Q1,January
2024-01-09,MSFT,0.15834010500432702,0.15827805436477482,15.834010500432703,15.827805436477483,Low,2024,1,Q1,January
2024-01-10,AAPL,0.19239683563545276,0.1930572445044562,19.239683563545277,19.30572445044562,Low,2024,1,Q1,January
2024-01-10,GOOGL,0.22978596227619805,0.22966693657597506,22.978596227619803,22.966693657597506,Medium,2024,1,Q1,January
2024-01-10,MSFT,0.16753308317019344,0.1672909394476292,16.753308317019343,16.729093944762923,Low,2024,1,Q1,January
2024-01-11,AAPL,0.18672192001073765,0.18734873705718388,18.672192001073764,18.73487370571839,Low,2024,1,Q1,January
2024-01-11,GOOGL,0.2232509580838485,0.2231090854784555,22.32509580838485,22.31090854784555,Medium,2024,1,Q1,January
2024-01-11,MSFT,0.1627218169382952,0.1624985614593157,16.27218169382952,16.24985614593157,Low,2024,1,Q1,January
2024-01-12,AAPL,0.18129576138157616,0.18191717317966416,18.129576138157617,18.191717317966415,Low,2024,1,Q1,January
2024-01-12,GOOGL,0.21649878480357979,0.21637205076868507,21.64987848035798,21.637205076868508,Medium,2024,1,Q1,January
2024-01-12,MSFT,0.16045402018006147,0.16024404730878852,16.045402018006147,16.024404730878853,Low,2024,1,Q1,January
2024-01-16,AAPL,0.1812329747631061,0.1818289927497961,18.12329747631061,18.18289927497961,Low,2024,1,Q1,January
2024-01-16,GOOGL,0.21029828796890757,0.2101530998728303,21.029828796890758,21.01530998728303,Medium,2024,1,Q1,January
2024-01-16,MSFT,0.15569505727090266,0.15549928163842602,15.569505727090267,15.549928163842603,Low,2024,1,Q1,January
2024-01-17,AAPL,0.1762480060407917,0.1768082406313918,17.62480060407917,17.68082406313918,Low,2024,1,Q1,January
2024-01-17,GOOGL,0.20699780845615856,0.20681830618581554,20.699780845615855,20.681830618581554,Medium,2024,1,Q1,January
2024-01-17,MSFT,0.15211190976877317,0.15190044775712927,15.211190976877317,15.190044775712927,Low,2024,1,Q1,January
2024-01-18,AAPL,0.21567183329614012,0.21503616999305097,21.56718332961401,21.5036169993051,Medium,2024,1,Q1,January
2024-01-18,GOOGL,0.20637832027599898,0.20619433760638647,20.6378320275999,20.619433760638646,Medium,2024,1,Q1,January
2024-01-18,MSFT,0.15118889440440553,0.15097568975018089,15.118889440440553,15.097568975018088,Low,2024,1,Q1,January
2024-01-19,AAPL,0.2170266736920346,0.21640186349881482,21.70266736920346,21.640186349881482,Medium,2024,1,Q1,January
2024-01-19,GOOGL,0.21142730815938748,0.2111134527637678,21.142730815938748,21.11134527637678,Medium,2024,1,Q1,January
2024-01-19,MSFT,0.15063411428384374,0.15041082426124974,15.063411428384374,15.041082426124975,Low,2024,1,Q1,January
2024-01-22,AAPL,0.2144901173957565,0.21390924826542865,21.44901173957565,21.390924826542864,Medium,2024,1,Q1,January
2024-01-22,GOOGL,0.20630138403922071,0.20596077778246163,20.63013840392207,20.596077778246162,Medium,2024,1,Q1,January
2024-01-22,MSFT,0.15012932344677452,0.14988724028129197,15.012932344677452,14.988724028129196,Low,2024,1,Q1,January
2024-01-23,AAPL,0.20871069666582087,0.20817255835859833,20.871069666582088,20.817255835859832,Medium,2024,1,Q1,January
2024-01-23,GOOGL,0.20060089763501235,0.2002900791972738,20.060089763501235,20.02900791972738,Medium,2024,1,Q1,January
2024-01-23,MSFT,0.145960210771251,0.14573506270694842,14.596021077125098,14.57350627069484,Low,2024,1,Q1,January
2024-01-24,AAPL,0.2035032440664493,0.20295185768016094,20.35032440664493,20.295185768016093,Medium,2024,1,Q1,January
2024-01-24,GOOGL,0.19683532821571995,0.1965491927651305,19.683532821571994,19.65491927651305,Low,2024,1,Q1,January
2024-01-24,MSFT,0.14328122254104636,0.1430683319663961,14.328122254104636,14.306833196639609,Low,2024,1,Q1,January
2024-01-25,AAPL,0.19775206812980323,0.19719786456045926,19.775206812980322,19.719786456045927,Low,2024,1,Q1,January
2024-01-25,GOOGL,0.20227443792120056,0.20183160880228787,20.227443792120056,20.183160880228787,Medium,2024,1,Q1,January
2024-01-25,MSFT,0.1391280662977254,0.13892861651617186,13.91280662977254,13.892861651617187,Low,2024,1,Q1,January
2024-01-26,AAPL,0.19602814861623571,0.1954744409381348,19.60281486162357,19.54744409381348,Low,2024,1,Q1,January
2024-01-26,GOOGL,0.19637530089622426,0.19592864371856764,19.637530089622427,19.592864371856763,Low,2024,1,Q1,January
2024-01-26,MSFT,0.1368861798137073,0.1366685473997185,13.68861798137073,13.666854739971852,Low,2024,1,Q1,January
2024-01-29,AAPL,0.19085202853586977,0.19029366921782837,19.085202853586978,19.029366921782838,Low,2024,1,Q1,January
2024-01-29,GOOGL,0.19097495262837227,0.19055789860669828,19.097495262837228,19.05578986066983,Low,2024,1,Q1,January
2024-01-29,MSFT,0.13916314655536582,0.13889259334816953,13.916314655536583,13.889259334816954,Low,2024,1,Q1,January
2024-01-30,AAPL,0.20027319326136206,0.19994686174566334,20.027319326136205,19.994686174566333,Medium,2024,1,Q1,January
2024-01-30,GOOGL,0.19800662480318715,0.1976396740338714,19.800662480318714,19.763967403387138,Low,2024,1,Q1,January
2024-01-30,MSFT,0.13742471856502314,0.13713697991753268,13.742471856502315,13.713697991753268,Low,2024,1,Q1,January
2024-01-31,AAPL,0.2072372964694793,0.2070928048821437,20.72372964694793,20.70928048821437,Medium,2024,1,Q1,January
2024-01-31,GOOGL,0.3582299766523629,0.36741736330848856,35.82299766523629,36.74173633084886,High,2024,1,Q1,January
2024-01-31,MSFT,0.17755796708147575,0.17818124094472157,17.755796708147574,17.818124094472157,Low,2024,1,Q1,January
2024-02-01,AAPL,0.20891655818423688,0.208777275495922,20.891655818423686,20.8777275495922,Medium,2024,2,Q1,February
2024-02-01,GOOGL,0.3487951130249868,0.35774415864047276,34.87951130249868,35.77441586404728,High,2024,2,Q1,February
2024-02-01,MSFT,0.18006345673457821,0.1805763180739622,18.006345673457822,18.05763180739622,Low,2024,2,Q1,February
2024-02-02,AAPL,0.20333467545917425,0.20317670796320192,20.333467545917426,20.317670796320193,Medium,2024,2,Q1,February
2024-02-02,GOOGL,0.33990592743611986,0.3486164442341309,33.990592743611984,34.86164442341309,High,2024,2,Q1,February
2024-02-02,MSFT,0.1847579160668315,0.18510057522862486,18.47579160668315,18.510057522862486,Low,2024,2,Q1,February
2024-02-05,AAPL,0.2014505854250931,0.20132590942933357,20.145058542509307,20.132590942933355,Medium,2024,2,Q1,February
2024-02-05,GOOGL,0.3313136401335684,0.33978738887226945,33.13136401335684,33.978738887226946,High,2024,2,Q1,February
2024-02-05,MSFT,0.19078909122296095,0.1911280477363634,19.078909122296096,19.11280477363634,Low,2024,2,Q1,February
2024-02-06,AAPL,0.1982988532088284,0.19820713265748938,19.82988532088284,19.82071326574894,Low,2024,2,Q1,February
2024-02-06,GOOGL,0.32130697712791934,0.3295413592294027,32.130697712791935,32.95413592294027,High,2024,2,Q1,February
2024-02-06,MSFT,0.18530822260175625,0.18561928189099802,18.530822260175626,18.561928189099802,Low,2024,2,Q1,February
2024-02-07,AAPL,0.19224801960386495,0.19216148093273297,19.224801960386493,19.216148093273297,Low,2024,2,Q1,February
2024-02-07,GOOGL,0.3134690406854482,0.3214687692664677,31.346904068544816,32.14687692664677,High,2024,2,Q1,February
2024-02-07,MSFT,0.19346568145914145,0.19353215202868804,19.346568145914144,19.353215202868803,Low,2024,2,Q1,February
2024-02-08,AAPL,0.18778407850038745,0.18767543381280716,18.778407850038743,18.767543381280717,Low,2024,2,Q1,February
2024-02-08,GOOGL,0.303929514427491,0.3116955910854456,30.3929514427491,31.169559108544558,High,2024,2,Q1,February
2024-02-08,MSFT,0.18800115870503303,0.1880451820023609,18.800115870503305,18.80451820023609,Low,2024,2,Q1,February
2024-02-09,AAPL,0.18276970026031478,0.1826851167888452,18.276970026031478,18.26851167888452,Low,2024,2,Q1,February
2024-02-09,GOOGL,0.3042000767828839,0.311464252042935,30.420007678288393,31.1464252042935,High,2024,2,Q1,February
2024-02-09,MSFT,0.18820820996444593,0.1882052606997452,18.820820996444592,18.82052606997452,Low,2024,2,Q1,February
2024-02-12,AAPL,0.18061002891541844,0.1805122073811114,18.061002891541843,18.05122073811114,Low,2024,2,Q1,February
2024-02-12,GOOGL,0.29878251013045976,0.3056535044970482,29.878251013045976,30.56535044970482,Medium,2024,2,Q1,February
2024-02-12,MSFT,0.19326901767718868,0.1932710150582613,19.32690176771887,19.327101505826132,Low,2024,2,Q1,February
2024-02-13,AAPL,0.17996773140744465,0.17987658320143157,17.996773140744466,17.987658320143158,Low,2024,2,Q1,February
2024-02-13,GOOGL,0.2978424437105084,0.3042847894115344,29.78424437105084,30.428478941153443,Medium,2024,2,Q1,February
2024-02-13,MSFT,0.20971311877376184,0.2099890030674591,20.971311877376184,20.99890030674591,Medium,2024,2,Q1,February
2024-02-14,AAPL,0.17506059893970582,0.1749565781506161,17.506059893970583,17.49565781506161,Low,2024,2,Q1,February
2024-02-14,GOOGL,0.289316903637023,0.2955889503613895,28.9316903637023,29.55889503613895,Medium,2024,2,Q1,February
2024-02-14,MSFT,0.20566834109538654,0.2059555778826183,20.566834109538654,20.595557788261832,Medium,2024,2,Q1,February
2024-02-15,AAPL,0.16972151556746148,0.16961943488095405,16.972151556746148,16.961943488095404,Low,2024,2,Q1,February
2024-02-15,GOOGL,0.29378841138716744,0.2996813553905417,29.378841138716744,29.96813553905417,Medium,2024,2,Q1,February
2024-02-15,MSFT,0.20249205255172079,0.20272785492926673,20.24920525517208,20.272785492926673,Medium,2024,2,Q1,February
2024-02-16,AAPL,0.1667850582265754,0.16667458348636088,16.67850582265754,16.66745834863609,Low,2024,2,Q1,February
2024-02-16,GOOGL,0.29092978069683023,0.29649089878507073,29.092978069683024,29.649089878507073,Medium,2024,2,Q1,February
2024-02-16,MSFT,0.19849047567469774,0.19868221223580204,19.849047567469775,19.868221223580203,Low,2024,2,Q1,February
2024-02-20,AAPL,0.1619508681639652,0.16183402901814373,16.19508681639652,16.18340290181437,Low,2024,2,Q1,February
2024-02-20,GOOGL,0.28283648885678947,0.2882582927630762,28.283648885678947,28.82582927630762,Medium,2024,2,Q1,February
2024-02-20,MSFT,0.19310124306340404,0.19326398660017566,19.310124306340406,19.326398660017567,Low,2024,2,Q1,February
2024-02-21,AAPL,0.15872602919559461,0.15863852118688218,15.872602919559462,15.863852118688218,Low,2024,2,Q1,February
2024-02-21,GOOGL,0.27744193198648515,0.28269987786779066,27.744193198648514,28.269987786779065,Medium,2024,2,Q1,February
2024-02-21,MSFT,0.1874182232882864,0.18756323433126826,18.74182232882864,18.756323433126827,Low,2024,2,Q1,February
2024-02-22,AAPL,0.16147390813552373,0.16137781078338737,16.147390813552374,16.137781078338737,Low,2024,2,Q1,February
2024-02-22,GOOGL,0.2722790802459211,0.27737099632195766,27.22790802459211,27.737099632195765,Medium,2024,2,Q1,February
2024-02-22,MSFT,0.2017749037514381,0.20156110960295684,20.17749037514381,20.156110960295685,Medium,2024,2,Q1,February
2024-02-23,AAPL,0.16053505642572546,0.16044444533516156,16.053505642572546,16.044444533516156,Low,2024,2,Q1,February
2024-02-23,GOOGL,0.2640235880818082,0.26894920667084005,26.40235880818082,26.894920667084005,Medium,2024,2,Q1,February
2024-02-23,MSFT,0.19663590176339998,0.19640069185569245,19.663590176339998,19.640069185569246,Low,2024,2,Q1,February
2024-02-26,AAPL,0.1574056656042021,0.15730592869025023,15.740566560420211,15.730592869025022,Low,2024,2,Q1,February
2024-02-26,GOOGL,0.3080819045159566,0.31392156109307806,30.808190451595657,31.392156109307805,High,2024,2,Q1,February
2024-02-26,MSFT,0.19342472740539665,0.19316620393261813,19.342472740539666,19.316620393261815,Low,2024,2,Q1,February
2024-02-27,AAPL,0.15715368502020002,0.15707474657233852,15.715368502020002,15.707474657233853,Low,2024,2,Q1,February
2024-02-27,GOOGL,0.3021196995359178,0.3078006183076967,30.211969953591776,30.78006183076967,High,2024,2,Q1,February
2024-02-27,MSFT,0.18759672393304236,0.18733873144175148,18.759672393304236,18.73387314417515,Low,2024,2,Q1,February
2024-02-28,AAPL,0.15382834792017458,0.15373882563990685,15.382834792017459,15.373882563990685,Low,2024,2,Q1,February
2024-02-28,GOOGL,0.2995554799342279,0.30492936169084783,29.955547993422787,30.492936169084782,Medium,2024,2,Q1,February
2024-02-28,MSFT,0.18188710412703515,0.1816342660084111,18.188710412703514,18.16342660084111,Low,2024,2,Q1,February
2024-02-29,AAPL,0.14939021761860882,0.1492948032117149,14.939021761860882,14.92948032117149,Low,2024,2,Q1,February
2024-02-29,GOOGL,0.298369515017143,0.30349950592742925,29.8369515017143,30.349950592742925,Medium,2024,2,Q1,February
2024-02-29,MSFT,0.18369652866016242,0.18341790270310498,18.369652866016242,18.341790270310497,Low,2024,2,Q1,February
2024-03-01,AAPL,0.14584326421268462,0.14573978550402178,14.584326421268463,14.573978550402177,Low,2024,3,Q1,March
2024-03-01,GOOGL,0.2908916337445102,0.2957864873109988,29.089163374451022,29.578648731099882,Medium,2024,3,Q1,March
2024-03-01,MSFT,0.17837398391781698,0.17811649810721214,17.837398391781697,17.811649810721214,Low,2024,3,Q1,March
2024-03-04,AAPL,0.16773273127501812,0.16823851860364003,16.773273127501813,16.823851860364,Low,2024,3,Q1,March
2024-03-04,GOOGL,0.29862031163240393,0.3033807910413166,29.862031163240392,30.33807910413166,Medium,2024,3,Q1,March
2024-03-04,MSFT,0.17343868534026977,0.17317179851732317,17.343868534026978,17.317179851732316,Low,2024,3,Q1,March
2024-03-05,AAPL,0.18911142283546395,0.19022478040903446,18.911142283546393,19.022478040903444,Low,2024,3,Q1,March
2024-03-05,GOOGL,0.28957640912669896,0.29417846166260964,28.957640912669895,29.417846166260965,Medium,2024,3,Q1,March
2024-03-05,MSFT,0.20678693156821273,0.2074433016714862,20.678693156821275,20.744330167148618,Medium,2024,3,Q1,March
2024-03-06,AAPL,0.1833961080793472,0.1844697246020198,18.33961080793472,18.44697246020198,Low,2024,3,Q1,March
2024-03-06,GOOGL,0.28166529582410726,0.28607494479288625,28.166529582410725,28.607494479288626,Medium,2024,3,Q1,March
2024-03-06,MSFT,0.20054902272876013,0.2011773872598916,20.054902272876014,20.11773872598916,Medium,2024,3,Q1,March
2024-03-07,AAPL,0.17850260240563615,0.17956552074293586,17.850260240563614,17.956552074293587,Low,2024,3,Q1,March
2024-03-07,GOOGL,0.29157795925868174,0.2954677471293638,29.157795925868175,29.54677471293638,Medium,2024,3,Q1,March
2024-03-07,MSFT,0.20586533275195498,0.2063477561858439,20.5865332751955,20.63477561858439,Medium,2024,3,Q1,March
2024-03-08,AAPL,0.18212861059245425,0.18313234732365719,18.212861059245427,18.313234732365718,Low,2024,3,Q1,March
2024-03-08,GOOGL,0.28530547204536755,0.289114708996208,28.530547204536756,28.9114708996208,Medium,2024,3,Q1,March
2024-03-08,MSFT,0.20197177840407363,0.20240101433105062,20.197177840407363,20.24010143310506,Medium,2024,3,Q1,March
2024-03-11,AAPL,0.1863172784672086,0.1872419568358575,18.63172784672086,18.72419568358575,Low,2024,3,Q1,March
2024-03-11,GOOGL,0.28552748755811136,0.28912859779004396,28.552748755811137,28.912859779004396,Medium,2024,3,Q1,March
2024-03-11,MSFT,0.19661897782125035,0.19700945415897528,19.661897782125035,19.70094541589753,Low,2024,3,Q1,March
2024-03-12,AAPL,0.1818780561759749,0.18279853620621567,18.18780561759749,18.279853620621566,Low,2024,3,Q1,March
2024-03-12,GOOGL,0.2780157557539063,0.2815423780351854,27.80157557539063,28.15423780351854,Medium,2024,3,Q1,March
2024-03-12,MSFT,0.21583720156701672,0.2156837289210989,21.583720156701673,21.568372892109892,Medium,2024,3,Q1,March
2024-03-13,AAPL,0.18020533058178223,0.18108417982287253,18.020533058178223,18.108417982287254,Low,2024,3,Q1,March
2024-03-13,GOOGL,0.27203593273968557,0.2754796478317681,27.203593273968558,27.54796478317681,Medium,2024,3,Q1,March
2024-03-13,MSFT,0.20942680075790887,0.2092644455141086,20.942680075790886,20.92644455141086,Medium,2024,3,Q1,March
2024-03-14,AAPL,0.18268371137449657,0.1835079318636416,18.268371137449655,18.350793186364157,Low,2024,3,Q1,March
2024-03-14,GOOGL,0.2785400112061577,0.2815439339091188,27.854001120615766,28.15439339091188,Medium,2024,3,Q1,March
2024-03-14,MSFT,0.2209570397612656,0.22050069323727103,22.09570397612656,22.050069323727104,Medium,2024,3,Q1,March
2024-03-15,AAPL,0.17711565826646097,0.1779147880752672,17.711565826646098,17.79147880752672,Low,2024,3,Q1,March
2024-03-15,GOOGL,0.276188196728489,0.2789875187407118,27.6188196728489,27.89875187407118,Medium,2024,3,Q1,March
2024-03-15,MSFT,0.2326490464423855,0.23242057786413753,23.26490464423855,23.242057786413753,Medium,2024,3,Q1,March
2024-03-18,AAPL,0.17480838798969037,0.17560023469118685,17.480838798969035,17.560023469118686,Low,2024,3,Q1,March
2024-03-18,GOOGL,0.3189727689369825,0.31944932621641403,31.89727689369825,31.944932621641403,High,2024,3,Q1,March
2024-03-18,MSFT,0.22556955716566474,0.22535234715264751,22.556955716566474,22.53523471526475,Medium,2024,3,Q1,March
2024-03-19,AAPL,0.17925726247501084,0.17994491535928878,17.925726247501082,17.994491535928876,Low,2024,3,Q1,March
2024-03-19,GOOGL,0.31073156407177427,0.31112068180302477,31.07315640717743,31.112068180302476,High,2024,3,Q1,March
2024-03-19,MSFT,0.22093510838308197,0.22075461173165847,22.093510838308198,22.07546117316585,Medium,2024,3,Q1,March
2024-03-20,AAPL,0.18359742458441863,0.1841736726283387,18.359742458441865,18.41736726283387,Low,2024,3,Q1,March
2024-03-20,GOOGL,0.303056163079167,0.3034826996974713,30.3056163079167,30.348269969747133,High,2024,3,Q1,March
2024-03-20,MSFT,0.21585697294324402,0.2157094721725145,21.5856972943244,21.570947217251447,Medium,2024,3,Q1,March
2024-03-21,AAPL,0.23748207933930787,0.23991919726134026,23.748207933930786,23.991919726134025,Medium,2024,3,Q1,March
2024-03-21,GOOGL,0.2969427997803712,0.29726778096424794,29.69427997803712,29.726778096424795,Medium,2024,3,Q1,March
2024-03-21,MSFT,0.2110972099667896,0.2109783145264578,21.10972099667896,21.097831452645778,Medium,2024,3,Q1,March
2024-03-22,AAPL,0.23207278621733438,0.23446436241333438,23.207278621733437,23.446436241333437,Medium,2024,3,Q1,March
2024-03-22,GOOGL,0.2965787045374019,0.29683516249601705,29.65787045374019,29.683516249601706,Medium,2024,3,Q1,March
2024-03-22,MSFT,0.20536235615271942,0.20521974021594852,20.53623561527194,20.52197402159485,Medium,2024,3,Q1,March
2024-03-25,AAPL,0.2263637612696367,0.22863882601914007,22.63637612696367,22.863882601914007,Medium,2024,3,Q1,March
2024-03-25,GOOGL,0.2894365576612021,0.28961167451786024,28.94365576612021,28.961167451786025,Medium,2024,3,Q1,March
2024-03-25,MSFT,0.20877828252758004,0.20865847611136024,20.877828252758004,20.865847611136022,Medium,2024,3,Q1,March
2024-03-26,AAPL,0.22012934401682735,0.22230513721488132,22.012934401682735,22.230513721488133,Medium,2024,3,Q1,March
2024-03-26,GOOGL,0.2806234573002127,0.28079824244403,28.06234573002127,28.079824244403,Medium,2024,3,Q1,March
2024-03-26,MSFT,0.2031690029556378,0.2030268143944621,20.31690029556378,20.30268143944621,Medium,2024,3,Q1,March
2024-03-27,AAPL,0.2319138011400419,0.23367231826009277,23.19138011400419,23.367231826009277,Medium,2024,3,Q1,March
2024-03-27,GOOGL,0.2721997798920287,0.2723514678584966,27.21997798920287,27.23514678584966,Medium,2024,3,Q1,March
2024-03-27,MSFT,0.19711917774884716,0.19697003284729292,19.711917774884714,19.69700328472929,Low,2024,3,Q1,March
2024-03-28,AAPL,0.22777237170436923,0.2294259079951935,22.777237170436923,22.94259079951935,Medium,2024,3,Q1,March
2024-03-28,GOOGL,0.26415128507504126,0.264274392383247,26.415128507504125,26.427439238324702,Medium,2024,3,Q1,March
2024-03-28,MSFT,0.19145635654094717,0.19129523006693516,19.14563565409472,19.129523006693518,Low,2024,3,Q1,March
2024-04-01,AAPL,0.22237440728875632,0.22393705207991593,22.237440728875633,22.393705207991594,Medium,2024,4,Q2,April
2024-04-01,GOOGL,0.27621717724991596,0.275887712727423,27.621717724991594,27.588771272742303,Medium,2024,4,Q2,April
2024-04-01,MSFT,0.1881470394526006,0.18801133334496378,18.81470394526006,18.801133334496377,Low,2024,4,Q2,April
2024-04-02,AAPL,0.21643380338979307,0.2179186389835914,21.643380338979306,21.79186389835914,Medium,2024,4,Q2,April
2024-04-02,GOOGL,0.2709752939056938,0.27057843565280587,27.09752939056938,27.05784356528059,Medium,2024,4,Q2,April
2024-04-02,MSFT,0.18563100012093706,0.18547200040359116,18.563100012093706,18.547200040359115,Low,2024,4,Q2,April
2024-04-03,AAPL,0.21161003378832613,0.2130783074510531,21.161003378832614,21.30783074510531,Medium,2024,4,Q2,April
2024-04-03,GOOGL,0.26281284348552597,0.26241375024610825,26.281284348552596,26.241375024610825,Medium,2024,4,Q2,April
2024-04-03,MSFT,0.1804511690939333,0.18027978456657043,18.04511690939333,18.027978456657042,Low,2024,4,Q2,April
2024-04-04,AAPL,0.20548026300904446,0.20688556219794668,20.548026300904446,20.68855621979467,Medium,2024,4,Q2,April
2024-04-04,GOOGL,0.2834099801292708,0.2835150772080045,28.34099801292708,28.351507720800452,Medium,2024,4,Q2,April
2024-04-04,MSFT,0.176983384910657,0.17679366678371086,17.698338491065698,17.679366678371085,Low,2024,4,Q2,April
2024-04-05,AAPL,0.2008111060473857,0.20219848500021392,20.08111060473857,20.219848500021392,Medium,2024,4,Q2,April
2024-04-05,GOOGL,0.2779694114648083,0.27811172160298364,27.79694114648083,27.811172160298366,Medium,2024,4,Q2,April
2024-04-05,MSFT,0.18468633244435656,0.18436709749691307,18.468633244435654,18.436709749691307,Low,2024,4,Q2,April
2024-04-08,AAPL,0.19562142314722372,0.1969390261618067,19.562142314722372,19.69390261618067,Low,2024,4,Q2,April
2024-04-08,GOOGL,0.2738111486552022,0.27397045344147025,27.381114865520217,27.397045344147024,Medium,2024,4,Q2,April
2024-04-08,MSFT,0.17962009322146774,0.17929228920435564,17.962009322146773,17.929228920435563,Low,2024,4,Q2,April
2024-04-09,AAPL,0.19292913214935428,0.1942202041665835,19.292913214935428,19.422020416658352,Low,2024,4,Q2,April
2024-04-09,GOOGL,0.26713085902914263,0.2673215445338886,26.713085902914262,26.732154453388862,Medium,2024,4,Q2,April
2024-04-09,MSFT,0.17445019276221738,0.17414543759030152,17.44501927622174,17.414543759030153,Low,2024,4,Q2,April
2024-04-10,AAPL,0.19070690876759067,0.19192679662784776,19.070690876759066,19.192679662784776,Low,2024,4,Q2,April
2024-04-10,GOOGL,0.2603500542482565,0.2604796145522769,26.035005424825652,26.047961455227693,Medium,2024,4,Q2,April
2024-04-10,MSFT,0.1722698114010903,0.1719548824895994,17.22698114010903,17.19548824895994,Low,2024,4,Q2,April
2024-04-11,AAPL,0.2535224727945318,0.25221043843492924,25.352247279453177,25.221043843492925,Medium,2024,4,Q2,April
2024-04-11,GOOGL,0.26102829791805215,0.26107212418370523,26.102829791805217,26.107212418370523,Medium,2024,4,Q2,April
2024-04-11,MSFT,0.17143178338570242,0.1711316478243276,17.14317833857024,17.11316478243276,Low,2024,4,Q2,April
2024-04-12,AAPL,0.24766592248943722,0.24644426542541878,24.766592248943724,24.64442654254188,Medium,2024,4,Q2,April
2024-04-12,GOOGL,0.2596520208865962,0.259620534265712,25.965202088659623,25.962053426571202,Medium,2024,4,Q2,April
2024-04-12,MSFT,0.17667450416169522,0.1764563875549049,17.667450416169522,17.645638755490488,Low,2024,4,Q2,April
2024-04-15,AAPL,0.255818833968581,0.2548733830826,25.581883396858103,25.48733830826,Medium,2024,4,Q2,April
2024-04-15,GOOGL,0.2653572725229196,0.26536639463179923,26.535727252291956,26.536639463179924,Medium,2024,4,Q2,April
2024-04-15,MSFT,0.18793637867323368,0.18795579400855786,18.79363786732337,18.795579400855786,Low,2024,4,Q2,April
2024-04-16,AAPL,0.25843605862512253,0.25762226027942003,25.843605862512252,25.762226027942003,Medium,2024,4,Q2,April
2024-04-16,GOOGL,0.2580928730410274,0.25806141920372916,25.80928730410274,25.806141920372916,Medium,2024,4,Q2,April
2024-04-16,MSFT,0.18254208979159847,0.18257617921695493,18.25420897915985,18.257617921695495,Low,2024,4,Q2,April
2024-04-17,AAPL,0.2519127606637783,0.2510903130536929,25.19127606637783,25.10903130536929,Medium,2024,4,Q2,April
2024-04-17,GOOGL,0.2509187815584316,0.2509188096018361,25.091878155843162,25.09188096018361,Medium,2024,4,Q2,April
2024-04-17,MSFT,0.1785569122278834,0.1785682889911283,17.855691222788337,17.85682889911283,Low,2024,4,Q2,April
2024-04-18,AAPL,0.24470824330442836,0.24388730094877953,24.470824330442838,24.388730094877953,Medium,2024,4,Q2,April
2024-04-18,GOOGL,0.24331068864992983,0.24331897167259275,24.331068864992982,24.331897167259275,Medium,2024,4,Q2,April
2024-04-18,MSFT,0.18575234257652398,0.18591487558420977,18.575234257652397,18.591487558420976,Low,2024,4,Q2,April
2024-04-19,AAPL,0.24046064667010797,0.23964941957249777,24.046064667010796,23.964941957249778,Medium,2024,4,Q2,April
2024-04-19,GOOGL,0.2425593445759212,0.24253133224057716,24.255934457592122,24.253133224057716,Medium,2024,4,Q2,April
2024-04-19,MSFT,0.18485542145967682,0.18502070407339188,18.48554214596768,18.50207040733919,Low,2024,4,Q2,April
2024-04-22,AAPL,0.23498976470334368,0.2342586393116812,23.49897647033437,23.42586393116812,Medium,2024,4,Q2,April
2024-04-22,GOOGL,0.2401177091390569,0.24010204747141273,24.01177091390569,24.010204747141273,Medium,2024,4,Q2,April
2024-04-22,MSFT,0.18128414935021234,0.1814763353087218,18.128414935021233,18.147633530872177,Low,2024,4,Q2,April
2024-04-23,AAPL,0.23016293559509318,0.22950945064965889,23.016293559509318,22.95094506496589,Medium,2024,4,Q2,April
2024-04-23,GOOGL,0.2361589945182846,0.23616577607844566,23.615899451828458,23.616577607844565,Medium,2024,4,Q2,April
2024-04-23,MSFT,0.18959789239111374,0.1896719570261494,18.959789239111373,18.96719570261494,Low,2024,4,Q2,April
2024-04-24,AAPL,0.2298027358432644,0.22920858050213766,22.98027358432644,22.920858050213766,Medium,2024,4,Q2,April
2024-04-24,GOOGL,0.2291748014834415,0.22919747484901404,22.91748014834415,22.919747484901404,Medium,2024,4,Q2,April
2024-04-24,MSFT,0.18467153055679073,0.18476627907280485,18.467153055679074,18.476627907280484,Low,2024,4,Q2,April
2024-04-25,AAPL,0.22395117845655826,0.22341266636996795,22.395117845655825,22.341266636996796,Medium,2024,4,Q2,April
2024-04-25,GOOGL,0.23867143442441566,0.23881864178512224,23.867143442441566,23.881864178512224,Medium,2024,4,Q2,April
2024-04-25,MSFT,0.20092363138850328,0.20142254240387042,20.092363138850327,20.142254240387043,Medium,2024,4,Q2,April
2024-04-26,AAPL,0.21744371003923285,0.21690399231921073,21.744371003923284,21.690399231921074,Medium,2024,4,Q2,April
2024-04-26,GOOGL,0.4491791651140598,0.4336516541411037,44.917916511405984,43.365165414110365,High,2024,4,Q2,April
